CareerStage,IndustryCluster,CareerPath,JobTitle,JobSOCCode,EntryLevelWage,AverageWage,Skills,MatchScore
NEXT,Information Technology,Information Support Services,Computer Network Support Specialists,15-1152,40750.0,55100.0,"['Technical Support', 'Java', 'Network Configuration', 'Python', 'Cybersecurity']",1
LATER,Information Technology,Information Support Services,Computer and Information Systems Managers,nov.21,97360.0,130240.0,"['Machine Learning', 'Java', 'Database Management', 'Software Development', 'Network Configuration']",1
LATER,Information Technology,Information Support Services,Computer Systems Analysts,15-1121,65550.0,88110.0,"['Software Development', 'Machine Learning', 'Problem Solving', 'Technical Support', 'Database Management', 'Python']",1
LATER,Information Technology,Information Support Services,Information Security Analysts,15-1122,64060.0,91630.0,"['Python', 'Cloud Computing', 'Cybersecurity', 'Software Development']",0
LATER,Information Technology,Information Support Services,Network and Computer Systems Administrators,15-1142,60620.0,80280.0,"['Machine Learning', 'Software Development', 'Data Analysis', 'SQL']",1
LATER,Information Technology,Information Support Services,Computer Network Architects,15-1143,77000.0,97120.0,"['Cybersecurity', 'Technical Support', 'SQL', 'Software Development', 'Machine Learning', 'Data Analysis']",1
NEXT,Information Technology,Programming and Development,Web Developers,15-1134,40600.0,59210.0,"['Database Management', 'Python', 'Network Configuration', 'Software Development', 'Problem Solving']",1
LATER,Information Technology,Programming and Development,Computer and Information Systems Managers,nov.21,97360.0,130240.0,"['Python', 'Data Analysis', 'Software Development', 'Cybersecurity']",0
LATER,Information Technology,Programming and Development,Computer Programmers,15-1131,59760.0,80030.0,"['Machine Learning', 'SQL', 'Database Management']",1
"LATER,Information Technology,Programming and Development,""Software Developers, Applications"",15-1132,75590,96100",,,,,,,"['Research', 'Customer Service', 'Time Management', 'Teamwork']",1
"LATER,Information Technology,Programming and Development,""Software Developers, Systems Software"",15-1133,74690,96200",,,,,,,"['Microsoft Office', 'Resource Management', 'Research', 'Scheduling', 'Adaptability']",1
LATER,Information Technology,Programming and Development,Graphic Designers,27-1024,34810.0,49410.0,"['Network Configuration', 'Software Development', 'Database Management', 'SQL', 'Java', 'Python']",2
NOW,Transportation and Logistics,Procurement and Sales,Cashiers,41-2011,17890.0,21250.0,"['Time Management', 'Critical Thinking', 'Scheduling', 'Basic Accounting']",0
NOW,Transportation and Logistics,Procurement and Sales,Counter and Rental Clerks,41-2021,21130.0,32380.0,"['Resource Management', 'Time Management', 'Critical Thinking', 'Basic Accounting', 'Research']",1
NOW,Transportation and Logistics,Procurement and Sales,Telemarketers,41-9041,17980.0,23520.0,"['Microsoft Office', 'Scheduling', 'Research', 'Organizational Skills', 'Basic Accounting']",1
NOW,Transportation and Logistics,Procurement and Sales,Customer Service Representatives,43-4051,25850.0,34530.0,"['Research', 'Customer Service', 'Critical Thinking', 'Basic Accounting', 'Communication', 'Time Management']",1
NOW,Transportation and Logistics,Procurement and Sales,Driver/Sales Workers,53-3031,19010.0,29190.0,"['Adaptability', 'Resource Management', 'Research']",1
NEXT,Transportation and Logistics,Procurement and Sales,First-Line Supervisors of Non-Retail Sales Workers,41-1012,49660.0,71560.0,"['Communication', 'Adaptability', 'Customer Service']",0
LATER,Transportation and Logistics,Procurement and Sales,Sales Managers,nov.22,76040.0,133120.0,"['Research', 'Time Management', 'Adaptability', 'Microsoft Office']",1
LATER,Transportation and Logistics,Procurement and Sales,Purchasing Managers,nov.61,105080.0,143470.0,"['Adaptability', 'Research', 'Critical Thinking', 'Microsoft Office']",1
"LATER,Transportation and Logistics,Procurement and Sales,""Sales Rep., Wholesale & Manufacturing, Technical & Scientific Products"",41-4011,54250,84320",,,,,,,"['Basic Accounting', 'Time Management', 'Scheduling', 'Organizational Skills']",0
NOW,Transportation and Logistics,Transportation,Light Truck or Delivery Services Drivers,53-3033,23410.0,35060.0,"['Critical Thinking', 'Resource Management', 'Scheduling', 'Adaptability', 'Teamwork']",0
NEXT,Transportation and Logistics,Transportation,Automotive Service Technicians and Mechanics,49-3023,30220.0,41900.0,"['Customer Service', 'Time Management', 'Resource Management']",0
NEXT,Transportation and Logistics,Transportation,Bus & Truck Mechanics & Diesel Engine Specialists,49-3031,33860.0,43860.0,"['Microsoft Office', 'Basic Accounting', 'Research', 'Communication']",1
NEXT,Transportation and Logistics,Transportation,Aircraft Cargo Handling Supervisors,53-1011,38580.0,48520.0,"['Communication', 'Resource Management', 'Basic Accounting', 'Teamwork']",0
NEXT,Transportation and Logistics,Transportation,Airfield Operations Specialists,53-2022,31530.0,41920.0,"['Organizational Skills', 'Resource Management', 'Microsoft Office', 'Critical Thinking', 'Teamwork', 'Scheduling']",0
NEXT,Transportation and Logistics,Transportation,Heavy and Tractor-Trailer Truck Drivers,53-3032,33120.0,43480.0,"['Basic Accounting', 'Communication', 'Customer Service', 'Microsoft Office', 'Resource Management']",0
NEXT,Transportation and Logistics,Transportation,Locomotive Engineers,53-4011,56750.0,68670.0,"['Research', 'Basic Accounting', 'Adaptability', 'Communication', 'Customer Service', 'Organizational Skills']",1
NOW,Transportation and Logistics,Warehousing and Distribution,Order Clerks,43-4151,23780.0,32450.0,"['Customer Service', 'Scheduling', 'Adaptability', 'Resource Management']",0
NOW,Transportation and Logistics,Warehousing and Distribution,Cargo and Freight Agents,43-5011,35960.0,43970.0,"['Scheduling', 'Organizational Skills', 'Basic Accounting', 'Critical Thinking', 'Research']",1
"NOW,Transportation and Logistics,Warehousing and Distribution,""Shipping, Receiving, and Traffic Clerks"",43-5071,26180,33990",,,,,,,"['Scheduling', 'Resource Management', 'Teamwork', 'Adaptability', 'Communication', 'Critical Thinking']",0
NOW,Transportation and Logistics,Warehousing and Distribution,Stock Clerks and Order Fillers,43-5081,20000.0,26680.0,"['Critical Thinking', 'Basic Accounting', 'Teamwork', 'Adaptability', 'Customer Service', 'Time Management']",0
NOW,Transportation and Logistics,Warehousing and Distribution,Conveyor Operators and Tenders,53-7011,29430.0,35700.0,"['Adaptability', 'Resource Management', 'Teamwork']",0
NOW,Transportation and Logistics,Warehousing and Distribution,Industrial Truck and Tractor Operators,53-7051,26530.0,34360.0,"['Critical Thinking', 'Organizational Skills', 'Time Management']",0
"NOW,Transportation and Logistics,Warehousing and Distribution,""Laborers and Freight, Stock, and Material Movers, Hand"",53-7062,22430,29750",,,,,,,"['Customer Service', 'Critical Thinking', 'Basic Accounting', 'Time Management']",0
"NOW,Transportation and Logistics,Warehousing and Distribution,""Packers and Packagers, Hand"",53-7064,19620,25870",,,,,,,"['Time Management', 'Adaptability', 'Microsoft Office', 'Customer Service']",0
"NEXT,Transportation and Logistics,Warehousing and Distribution,""Bookkeeping, Accounting, and Auditing Clerks"",43-3031,28720,37800",,,,,,,"['Resource Management', 'Communication', 'Microsoft Office', 'Scheduling', 'Adaptability', 'Research']",1
LATER,Transportation and Logistics,Warehousing and Distribution,Logisticians,13-1081,54470.0,76570.0,"['Research', 'Adaptability', 'Basic Accounting', 'Organizational Skills']",1
"NEXT,Energy,Production,""Welders, Cutters, Solderers, and Brazers"",51-4121,30100,38730",,,,,,,"['Time Management', 'Research', 'Basic Accounting']",1
"NEXT,Transportation and Logistics,Transportation,""Dispatchers, Except Police, Fire, and Ambulance"",43-5032,31750,43550",,,,,,,"['Customer Service', 'Communication', 'Microsoft Office', 'Scheduling']",0
NEXT,Health Care,Business Operations,Billing and Posting Clerks,43-3021,29020.0,35750.0,"['Scheduling', 'Adaptability', 'Critical Thinking']",0
NEXT,Advanced Manufacturing,Production,Structural Metal Fabricators and Fitters,51-2041,30680.0,37820.0,"['Adaptability', 'Basic Accounting', 'Time Management', 'Critical Thinking', 'Research']",1
"NEXT,Hospitality,Administrative and Support Services,""Secretaries & Administrative Assistants, Except Legal, Medical, & Executive"",43-6014,25610,33590",,,,,,,"['Scheduling', 'Microsoft Office', 'Adaptability', 'Customer Service', 'Basic Accounting', 'Research']",1
"NEXT,Bioscience,Production,""Mixing and Blending Machine Setters, Operators, and Tenders"",51-9023,32260,41680",,,,,,,"['Resource Management', 'Critical Thinking', 'Time Management', 'Basic Accounting', 'Communication', 'Microsoft Office']",0
NEXT,Hospitality,Sales and Marketing,Merchandise Displayers and Window Trimmers,27-1026,23180.0,28590.0,"['Research', 'Adaptability', 'Scheduling', 'Teamwork', 'Customer Service', 'Time Management']",1
NEXT,Transportation and Logistics,Procurement and Sales,Parts Salespersons,41-2022,21670.0,31750.0,"['Resource Management', 'Adaptability', 'Time Management', 'Scheduling', 'Communication', 'Critical Thinking']",0
NEXT,Education,Professional Services,Community Health Workers,21-1094,30730.0,38280.0,"['Adaptability', 'Communication', 'Microsoft Office', 'Basic Accounting']",0
"NEXT,Transportation and Logistics,Warehousing and Distribution,""Production, Planning, and Expediting Clerks"",43-5061,35550,48140",,,,,,,"['Organizational Skills', 'Adaptability', 'Resource Management', 'Teamwork']",0
"NEXT,Energy,Production,""Coil Winders, Tapers, and Finishers"",51-2021,25980,34560",,,,,,,"['Scheduling', 'Teamwork', 'Critical Thinking', 'Adaptability', 'Basic Accounting']",0
NEXT,Health Care,Diagnostic and Therapeutic,Occupational Therapy Aides,31-2012,19020.0,28550.0,"['Time Management', 'Communication', 'Organizational Skills', 'Critical Thinking', 'Customer Service', 'Resource Management']",0
"NEXT,Hospitality,Sales and Marketing,""Sales Representatives, Services, All Other"",41-3099,31820,52940",,,,,,,"['Teamwork', 'Basic Accounting', 'Communication']",0
NEXT,Education,Administrative and Business Support Services,Bill and Account Collectors,43-3011,25390.0,32820.0,"['Microsoft Office', 'Basic Accounting', 'Resource Management', 'Customer Service', 'Adaptability']",0
NEXT,Construction,Skilled Trades,Drywall and Ceiling Tile Installers,47-2081,31540.0,43450.0,"['Customer Service', 'Basic Accounting', 'Adaptability', 'Teamwork', 'Scheduling', 'Research']",1
"NEXT,Transportation and Logistics,Transportation,""Railroad Brake, Signal, and Switch Operators"",53-4021,47360,61450",,,,,,,"['Teamwork', 'Time Management', 'Communication', 'Microsoft Office', 'Adaptability', 'Critical Thinking']",0
NEXT,Financial and Professional,Financial and Insurance Services,Loan Interviewers and Clerks,43-4131,28150.0,38010.0,"['Critical Thinking', 'Microsoft Office', 'Basic Accounting']",0
"NEXT,Advanced Manufacturing,Business Operations & Sales,""Secretaries & Administrative Assistants, Except Legal, Medical, & Executive"",43-6014,25610,33590",,,,,,,"['Scheduling', 'Research', 'Communication', 'Time Management', 'Adaptability']",1
"NEXT,Financial and Professional,Sales and Marketing,""Sales Representatives, Services, All Other"",41-3099,31820,52940",,,,,,,"['Resource Management', 'Organizational Skills', 'Critical Thinking', 'Communication', 'Adaptability', 'Microsoft Office']",0
NEXT,Advanced Manufacturing,Production,Chemical Equipment Operators and Tenders,51-9011,29350.0,40680.0,"['Scheduling', 'Basic Accounting', 'Communication', 'Research']",1
NEXT,Education,Professional Services,Social and Human Service Assistants,21-1093,20440.0,28120.0,"['Customer Service', 'Critical Thinking', 'Teamwork']",0
"NEXT,Bioscience,Animal Sciences,""Farmers, Ranchers & Other Ag. Managers"",nov.13,39680,59740",,,,,,,"['Resource Management', 'Time Management', 'Customer Service', 'Microsoft Office', 'Communication', 'Scheduling']",0
NEXT,Health Care,Diagnostic and Therapeutic,Social and Human Service Assistants,21-1093,20440.0,28120.0,"['Microsoft Office', 'Basic Accounting', 'Critical Thinking']",0
"NEXT,Energy,Production,""Computer-Controlled Machine Tool Operators, Metal and Plastic"",51-4011,31740,39790",,,,,,,"['Critical Thinking', 'Time Management', 'Adaptability', 'Customer Service']",0
NEXT,Hospitality,Entertainment,Dancers,27-2031,0.0,0.0,"['Scheduling', 'Communication', 'Microsoft Office']",0
"NEXT,Advanced Manufacturing,Production,""Lathe & Turning Machine Tool Setters, Operators, & Tenders, Metal & Plastic"",51-4034,29200,40400",,,,,,,"['Customer Service', 'Microsoft Office', 'Organizational Skills']",0
"NEXT,Financial and Professional,Business Operations,""Secretaries & Administrative Assistants, Except Legal, Medical, & Executive"",43-6014,25610,33590",,,,,,,"['Adaptability', 'Teamwork', 'Communication', 'Scheduling', 'Basic Accounting']",0
"NEXT,Education,Administrative and Business Support Services,""Secretaries & Administrative Assistants, Except Legal, Medical, & Executive"",43-6014,25610,33590",,,,,,,"['Resource Management', 'Teamwork', 'Microsoft Office', 'Adaptability']",0
"NEXT,Hospitality,Food Service,""Cooks, All Other"",35-2019,18740,28220",,,,,,,"['Adaptability', 'Resource Management', 'Microsoft Office', 'Basic Accounting', 'Scheduling']",0
"NEXT,Advanced Manufacturing,Production,""Computer-Controlled Machine Tool Operators, Metal and Plastic"",51-4011,31740,39790",,,,,,,"['Research', 'Organizational Skills', 'Time Management', 'Teamwork', 'Communication', 'Critical Thinking']",1
NEXT,Hospitality,Food Service,Chefs and Head Cooks,35-1011,31060.0,44800.0,"['Time Management', 'Microsoft Office', 'Teamwork']",0
NEXT,Health Care,Diagnostic and Therapeutic,Pharmacy Technicians,29-2052,24850.0,30610.0,"['Teamwork', 'Customer Service', 'Critical Thinking', 'Resource Management']",0
"NEXT,Advanced Manufacturing,Production,""Cutting, Punching & Press Machine Setters, Oper. & Tenders, Metal & Plastic"",51-4031,26860,33860",,,,,,,"['Organizational Skills', 'Scheduling', 'Teamwork', 'Adaptability', 'Basic Accounting']",0
"NEXT,Financial and Professional,Financial and Insurance Services,""Title Examiners, Abstractors, and Searchers"",23-2093,34060,49240",,,,,,,"['Organizational Skills', 'Microsoft Office', 'Time Management']",0
NEXT,Energy,Production,Structural Metal Fabricators and Fitters,51-2041,30680.0,37820.0,"['Basic Accounting', 'Time Management', 'Research', 'Teamwork', 'Resource Management']",1
NEXT,Financial and Professional,Legal Services,Legal Secretaries,43-6012,30480.0,41730.0,"['Communication', 'Research', 'Critical Thinking', 'Time Management', 'Customer Service', 'Adaptability']",1
NEXT,Transportation and Logistics,Transportation,Railroad Conductors and Yardmasters,53-4031,52730.0,64170.0,"['Resource Management', 'Time Management', 'Critical Thinking', 'Teamwork']",0
NEXT,Bioscience,Production,Packaging and Filling Machine Operators & Tenders,51-9111,24310.0,32670.0,"['Customer Service', 'Basic Accounting', 'Adaptability', 'Scheduling', 'Research', 'Organizational Skills']",1
